,Bhattacharyya,Borderline,C1,C2,CM,Clust,D3,DBC,F1,F1v,F2,F3,F4,ICSV,IN,IR,LSCAvg,MRCA,N1,N2,N3,N4,NSG,NeighbourhoodSeparability,ONB,Purity,Raug,SI,SVM_SVR,Silhouette,T1,TwoNN_ID,Wasserstein,deg_overlap,kDN
Bhattacharyya,1,0.86104848667080436,0.92477537580966751,0.95453095989125425,0.91357970579351866,0.93480910412378138,0.84900642608057619,0.97306425051731726,0.97650666293161148,0.96823211994289227,0.97883792177100815,0.98996691331391551,0.97605162809417156,0.90881372842188601,0.99354914347117251,0.63289685429838571,0.97636327619605567,0.96975151955142957,0.93107599015079479,0.97542853307958377,0.95721914582874656,0.94645112234372542,0.85272605372515642,0.94273399937632152,0.88653217543548712,0.96753095299185199,0.89580038412009211,0.95034015178459197,0.93596557788624235,0.63226146249736082,0.97329398410719392,0.97325403790884679,0.92894371381853968,0.91935561720945835,0.91501586210650365
Borderline,0.86104848667080436,1,0.98056647263322549,0.90637290823431793,0.99632180192876074,0.91947035440338143,0.981889633594898,0.81317127610682527,0.80920853079870514,0.79467722616435688,0.947931286270152,0.9185733935281204,0.93036135994188407,0.82109581205987658,0.88821392678475619,0.36110164442944159,0.798782243208364,0.85928087841664547,0.92196173144461047,0.88346826602280226,0.97958133234950329,0.97987333143168087,0.5485530166532161,0.72977421181477697,0.76788593355349877,0.85655702154768476,0.63805131414090355,0.73185408791952133,0.91343602363773768,0.6616663420116824,0.81421915131760225,0.81482683119213983,0.74274392476249407,0.92035125003282159,0.95886025312394785
C1,0.92477537580966751,0.98056647263322549,1,0.95206150820164015,0.98990013463822057,0.95956451831040701,0.95188284632196385,0.89279329269457253,0.89099016759409921,0.88011479302122075,0.98862819888883835,0.97352349527662596,0.97911663456405784,0.88150904617138504,0.94486763042560684,0.48781163600937416,0.86773106401630162,0.9305585777529668,0.95974943235881438,0.9415983983013323,0.99983680409074882,0.99824376080046695,0.65678047329934452,0.83257034209336245,0.85595217172393645,0.9131976594742689,0.74546447318476283,0.83077343721554553,0.954929234761553,0.66950314068434291,0.89471317934416084,0.89217329497773767,0.83845316855086982,0.96904508932267519,0.98814537065124985
C2,0.95453095989125425,0.90637290823431793,0.95206150820164015,1,0.9765120797057677,0.99549790113422554,0.92750020216702089,0.96584074590610247,0.96125415365249012,0.95521452260305595,0.99478378580862414,0.9804484448052736,0.97849053301039501,0.92563916495306642,0.95680513018043756,0.58838268167385421,0.94701698884173235,0.97083977294640245,0.99460015152985137,0.99458140917502402,0.9956170829172345,0.98937649834076313,0.77234390667983066,0.91121679964099589,0.92436198544073866,0.97720707118015948,0.80588753079974929,0.91348186495781114,0.99729949071617052,0.7127440055129266,0.96572288817426999,0.96667613541254571,0.91462011226307305,0.97839379002946036,0.97322660655555882
CM,0.91357970579351866,0.99632180192876074,0.98990013463822057,0.9765120797057677,1,0.987609638125033,0.98188930004017583,0.88556230484448273,0.87429618073756099,0.8603215235764905,0.96228273441285406,0.93957752723953292,0.94884912841340774,0.86342653053958318,0.92780627099042867,0.3809263141633501,0.90699215731669192,0.89838386963053996,0.98949241776712393,0.95198005306370637,0.98890395726173863,0.98992465771026106,0.59663479067674585,0.77959500542606841,0.86378034889416966,0.94216270821326342,0.67430828090320294,0.79192014629592511,0.98352028798985547,0.66321280471909572,0.88363078288782959,0.88861575577667373,0.801089636412877,0.97195936339329358,0.98918644839325687
Clust,0.93480910412378138,0.91947035440338143,0.95956451831040701,0.99549790113422554,0.987609638125033,1,0.94860933945483594,0.946648728678259,0.93955274805737776,0.93194664996215903,0.99028328476540772,0.97747345394847795,0.98251206706815564,0.91671199304547313,0.9451661785667369,0.5467830297529771,0.92575476805901824,0.95441545482955059,0.99981953112966759,0.98414149650036431,0.99965301183325495,0.99791727057221813,0.72402367619006247,0.88352657366536747,0.91023201603977277,0.965219114691374,0.75408039027845231,0.8869319440162805,0.9969951286426868,0.71287616987599622,0.94648860171668725,0.94625133639577041,0.89328724247668845,0.98489269911252575,0.9822963181168991
D3,0.84900642608057619,0.981889633594898,0.95188284632196385,0.92750020216702089,0.98188930004017583,0.94860933945483594,1,0.81735548602738572,0.80125595662023386,0.78318412526895353,0.90525096815108774,0.88969162893300835,0.90382655538253764,0.83026670030955052,0.87103404842861132,0.28887874592521923,0.84506493933059201,0.8285100744967886,0.95129301375962139,0.8924458525969281,0.94970581110834629,0.95538168303062476,0.51146167233509021,0.69010299836682665,0.7858934380585294,0.90364608718559991,0.57338986486380406,0.71359878161401757,0.94069094298097589,0.63382732295055977,0.81462212194403572,0.82258767770609431,0.72808880612678917,0.92143293737702414,0.94970023443412299
DBC,0.97306425051731726,0.81317127610682527,0.89279329269457253,0.96584074590610247,0.88556230484448273,0.946648728678259,0.81735548602738572,1,0.99894746692648417,0.9972042224672375,0.96232128091062419,0.97954176328090115,0.9608022816534828,0.93479154269863396,0.96485033592040315,0.73766117242516471,0.97802443381711579,0.98834875428985636,0.94194225677512589,0.98352457874217158,0.9346923836611678,0.92181074006584529,0.90266158336339453,0.98247554554941208,0.95150320802768373,0.97894867926739659,0.91978363474441494,0.98641755766396988,0.95235379446498902,0.62551064557818203,0.99971095721946202,0.99921390286334921,0.97519928640398523,0.93549321342965608,0.91378289669796242
F1,0.97650666293161148,0.80920853079870514,0.89099016759409921,0.96125415365249012,0.87429618073756099,0.93955274805737776,0.80125595662023386,0.99894746692648417,1,0.99869036707774583,0.95878050289302397,0.97322597181762349,0.9530484118239827,0.93175370542783931,0.96648272382966061,0.74382182165784261,0.97657911384049034,0.98996512604534392,0.93453898080490738,0.98122343093099684,0.92662451423265624,0.91196539489639905,0.90912748998274684,0.98579057567304851,0.94974928335486375,0.97537015502158675,0.93137320517130517,0.98796161337622956,0.94652622673949627,0.62407532572974789,0.99912448057297232,0.99854110213638414,0.97483704505014368,0.93032781688308541,0.90886494391675987
F1v,0.96823211994289227,0.79467722616435688,0.88011479302122075,0.95521452260305595,0.8603215235764905,0.93194664996215903,0.78318412526895353,0.9972042224672375,0.99869036707774583,1,0.95169043438259138,0.96417115099852047,0.9412859221578187,0.92314762436918163,0.9555043927053154,0.76483229666586949,0.96848642079742842,0.98868016089498334,0.926713889122604,0.9753521731789998,0.91498401478338631,0.89897253629895069,0.91557823112597991,0.98921568872153975,0.95803155777381055,0.96868238215898561,0.94443501237535032,0.98824063830953968,0.94072099704850343,0.61969181330347767,0.99748502187712274,0.99719649096537355,0.97372557162695195,0.92561174034263127,0.90163987224500308
F2,0.97883792177100815,0.947931286270152,0.98862819888883835,0.99478378580862414,0.96228273441285406,0.99028328476540772,0.90525096815108774,0.96232128091062419,0.95878050289302397,0.95169043438259138,1,0.98357730815175393,0.98351033581634639,0.90206777759305867,0.9835029408396504,0.53789664011119909,0.97298053603405199,0.97156149822430349,0.98857271934412339,0.99445778621059211,0.98982242612832239,0.98160267941702273,0.73362269721078022,0.89916954165974028,0.94982448202106029,0.9697132607483363,0.81541599687359068,0.9013166627392184,0.99091123471168896,0.65097615561205258,0.96138154707949108,0.96239483785298707,0.89895327772029054,0.99530029038581913,0.98953968239446666
F3,0.98996691331391551,0.9185733935281204,0.97352349527662596,0.9804484448052736,0.93957752723953292,0.97747345394847795,0.88969162893300835,0.97954176328090115,0.97322597181762349,0.96417115099852047,0.98357730815175393,1,0.99592776392674698,0.91676319348538671,0.99800315464335765,0.59389276588292261,0.99261886385093689,0.9756827645081726,0.97432030437987727,0.98970224011092167,0.97385352294353655,0.9695892946114395,0.78260491352571326,0.92688770444105595,0.95423016865110866,0.97931646114227611,0.83064950375292579,0.93812275124538036,0.97225737211086949,0.58648358774738663,0.97852234839161978,0.97771771537305752,0.93399577501241182,0.98496516712548066,0.97323114247209952
F4,0.97605162809417156,0.93036135994188407,0.97911663456405784,0.97849053301039501,0.94884912841340774,0.98251206706815564,0.90382655538253764,0.9608022816534828,0.9530484118239827,0.9412859221578187,0.98351033581634639,0.99592776392674698,1,0.90304094257256418,0.99244687574704393,0.5283301544504676,0.98063307678469092,0.9576718849777095,0.9802428737235489,0.98383464898355011,0.97923273989808235,0.97801816963411159,0.73147848076725763,0.89628432662270618,0.92867692531699397,0.96858739164392071,0.78477857359544667,0.90941671669153579,0.97275531489203759,0.59391124496930514,0.95904811799879641,0.95749477945733563,0.90668020016635453,0.98693147576722651,0.97800246833080517
ICSV,0.90881372842188601,0.82109581205987658,0.88150904617138504,0.92563916495306642,0.86342653053958318,0.91671199304547313,0.83026670030955052,0.93479154269863396,0.93175370542783931,0.92314762436918163,0.90206777759305867,0.91676319348538671,0.90304094257256418,1,0.90787069680264376,0.69130509311521515,0.8972084700606382,0.94327888711468444,0.91203841342966052,0.92950657999474284,0.89360868041902397,0.87999802531745319,0.82160292188077266,0.91114272086412618,0.90553628895201199,0.9344683328902057,0.81576761697949629,0.91984526897096719,0.925848459713427,0.59888790996759267,0.9376224240295381,0.93338362504437478,0.94749003665664389,0.91897581488598346,0.90372314238862861
IN,0.99354914347117251,0.88821392678475619,0.94486763042560684,0.95680513018043756,0.92780627099042867,0.9451661785667369,0.87103404842861132,0.96485033592040315,0.96648272382966061,0.9555043927053154,0.9835029408396504,0.99800315464335765,0.99244687574704393,0.90787069680264376,1,0.58873663087153982,0.97092833083793462,0.96487507480511658,0.94195673014312309,0.97513721165109091,0.96780811314715809,0.96112524147889489,0.81707366532958459,0.92610042086851829,0.87227104064034933,0.96431342669490672,0.85152405075888793,0.93652415173004433,0.94051881123157843,0.63390753373490161,0.96460030133335084,0.96313962908652839,0.91731031639846772,0.9316552814718394,0.93200418915554306
IR,0.63289685429838571,0.36110164442944159,0.48781163600937416,0.58838268167385421,0.3809263141633501,0.5467830297529771,0.28887874592521923,0.73766117242516471,0.74382182165784261,0.76483229666586949,0.53789664011119909,0.59389276588292261,0.5283301544504676,0.69130509311521515,0.58873663087153982,1,0.62776250366245046,0.731865831614535,0.53549584151348573,0.62428383532540543,0.46408178773181519,0.43270312246393711,0.89204691101184275,0.83294697233334691,0.81529908514269422,0.64222921028292268,0.90315483101265071,0.81043195128523526,0.5791903153910033,0.22383277097219972,0.74246308035782738,0.73680158242049809,0.81952160669950103,0.59420008744464858,0.53700564626153591
LSCAvg,0.97636327619605567,0.798782243208364,0.86773106401630162,0.94701698884173235,0.90699215731669192,0.92575476805901824,0.84506493933059201,0.97802443381711579,0.97657911384049034,0.96848642079742842,0.97298053603405199,0.99261886385093689,0.98063307678469092,0.8972084700606382,0.97092833083793462,0.62776250366245046,1,0.94939533266730458,0.92174136009475693,0.97091597471418223,0.95208516460162229,0.9433985955964943,0.87307977493082445,0.9412155184935711,0.87743749010167815,0.97310344505176971,0.88442316150696865,0.95832701164911038,0.92496341480905464,0.62119233040291488,0.97544607322250632,0.97750377206046224,0.93096672926232371,0.88999973437736024,0.87467223673003591
MRCA,0.96975151955142957,0.85928087841664547,0.9305585777529668,0.97083977294640245,0.89838386963053996,0.95441545482955059,0.8285100744967886,0.98834875428985636,0.98996512604534392,0.98868016089498334,0.97156149822430349,0.9756827645081726,0.9576718849777095,0.94327888711468444,0.96487507480511658,0.731865831614535,0.94939533266730458,1,0.95008921494342125,0.9824188203330344,0.94464344338132999,0.92931709925384087,0.87094737011180479,0.97307564033899996,0.96252666015602206,0.96739954379240634,0.91986834849570265,0.96885736492105645,0.96284363312938726,0.64336901506386091,0.99032696781213081,0.98854623653150964,0.96842949146385138,0.95999136769882054,0.94549580634386987
N1,0.93107599015079479,0.92196173144461047,0.95974943235881438,0.99460015152985137,0.98949241776712393,0.99981953112966759,0.95129301375962139,0.94194225677512589,0.93453898080490738,0.926713889122604,0.98857271934412339,0.97432030437987727,0.9802428737235489,0.91203841342966052,0.94195673014312309,0.53549584151348573,0.92174136009475693,0.95008921494342125,1,0.98196217878183989,0.99973124479041642,0.99858142770324199,0.71428676781164691,0.87669890117449822,0.90526493020907906,0.96173260656574155,0.74424201430398429,0.88009089321458001,0.99643448333668927,0.71760079149267997,0.94171338384184433,0.94161207970344096,0.88668269760036478,0.98397166324980989,0.9824330515466414
N2,0.97542853307958377,0.88346826602280226,0.9415983983013323,0.99458140917502402,0.95198005306370637,0.98414149650036431,0.8924458525969281,0.98352457874217158,0.98122343093099684,0.9753521731789998,0.99445778621059211,0.98970224011092167,0.98383464898355011,0.92950657999474284,0.97513721165109091,0.62428383532540543,0.97091597471418223,0.9824188203330344,0.98196217878183989,1,0.98434030626755231,0.97641717415409235,0.81867465081774782,0.94027325771844372,0.92824399625254583,0.984760562241628,0.84864320745717348,0.94379138623204673,0.98616681710194454,0.6898342765276928,0.98322112999693956,0.98328703880070645,0.93694026913478512,0.9677469486267285,0.95799229938914188
N3,0.95721914582874656,0.97958133234950329,0.99983680409074882,0.9956170829172345,0.98890395726173863,0.99965301183325495,0.94970581110834629,0.9346923836611678,0.92662451423265624,0.91498401478338631,0.98982242612832239,0.97385352294353655,0.97923273989808235,0.89360868041902397,0.96780811314715809,0.46408178773181519,0.95208516460162229,0.94464344338132999,0.99973124479041642,0.98434030626755231,1,0.99761227352792081,0.67244749125198056,0.84985925227095538,0.91486001183725474,0.96484073187335817,0.74952553308354752,0.85778283245688725,0.99681011160681088,0.65423572535414176,0.9331776861481127,0.93528522223528709,0.86248600775200346,0.99564806245340365,0.99969923319935006
N4,0.94645112234372542,0.97987333143168087,0.99824376080046695,0.98937649834076313,0.98992465771026106,0.99791727057221813,0.95538168303062476,0.92181074006584529,0.91196539489639905,0.89897253629895069,0.98160267941702273,0.9695892946114395,0.97801816963411159,0.87999802531745319,0.96112524147889489,0.43270312246393711,0.9433985955964943,0.92931709925384087,0.99858142770324199,0.97641717415409235,0.99761227352792081,1,0.6459807988370847,0.83070369815312284,0.89670434610468464,0.95901425218685765,0.7210971920589071,0.84110528604272949,0.99146481672239817,0.65140587588442533,0.91987356106371365,0.92187500502474562,0.8445211531524689,0.99153712544281458,0.99740629185663288
NSG,0.85272605372515642,0.5485530166532161,0.65678047329934452,0.77234390667983066,0.59663479067674585,0.72402367619006247,0.51146167233509021,0.90266158336339453,0.90912748998274684,0.91557823112597991,0.73362269721078022,0.78260491352571326,0.73147848076725763,0.82160292188077266,0.81707366532958459,0.89204691101184275,0.87307977493082445,0.87094737011180479,0.71428676781164691,0.81867465081774782,0.67244749125198056,0.6459807988370847,1,0.94598592825718042,0.85295726744312295,0.84278829232569419,0.96275133644798927,0.9497999960810144,0.74514233774145644,0.41064302738547048,0.90277143611277244,0.9035084438475911,0.92447953331346455,0.71460364362033035,0.67620268441749631
NeighbourhoodSeparability,0.94273399937632152,0.72977421181477697,0.83257034209336245,0.91121679964099589,0.77959500542606841,0.88352657366536747,0.69010299836682665,0.98247554554941208,0.98579057567304851,0.98921568872153975,0.89916954165974028,0.92688770444105595,0.89628432662270618,0.91114272086412618,0.92610042086851829,0.83294697233334691,0.9412155184935711,0.97307564033899996,0.87669890117449822,0.94027325771844372,0.84985925227095538,0.83070369815312284,0.94598592825718042,1,0.95509344000513763,0.93357081941212583,0.96613381634477269,0.99589394989497326,0.89475514375117915,0.56549617084991533,0.98405374326797301,0.9803400769856303,0.98609533690436879,0.89099852734572738,0.85712117962971734
ONB,0.88653217543548712,0.76788593355349877,0.85595217172393645,0.92436198544073866,0.86378034889416966,0.91023201603977277,0.7858934380585294,0.95150320802768373,0.94974928335486375,0.95803155777381055,0.94982448202106029,0.95423016865110866,0.92867692531699397,0.90553628895201199,0.87227104064034933,0.81529908514269422,0.87743749010167815,0.96252666015602206,0.90526493020907906,0.92824399625254583,0.91486001183725474,0.89670434610468464,0.85295726744312295,0.95509344000513763,1,0.91258566116758522,0.9520068958655552,0.93945666768452474,0.9254178148968879,0.58497229177860544,0.9544317970915861,0.95166463762218467,0.95458972972363032,0.9347504641865354,0.90093761098380187
Purity,0.96753095299185199,0.85655702154768476,0.9131976594742689,0.97720707118015948,0.94216270821326342,0.965219114691374,0.90364608718559991,0.97894867926739659,0.97537015502158675,0.96868238215898561,0.9697132607483363,0.97931646114227611,0.96858739164392071,0.9344683328902057,0.96431342669490672,0.64222921028292268,0.97310344505176971,0.96739954379240634,0.96173260656574155,0.984760562241628,0.96484073187335817,0.95901425218685765,0.84278829232569419,0.93357081941212583,0.91258566116758522,1,0.84693135511559414,0.94572444054937888,0.96909625614673067,0.65116272225035099,0.97808151225140971,0.98042528876489532,0.93542088724440797,0.93845448259068609,0.92981210714631091
Raug,0.89580038412009211,0.63805131414090355,0.74546447318476283,0.80588753079974929,0.67430828090320294,0.75408039027845231,0.57338986486380406,0.91978363474441494,0.93137320517130517,0.94443501237535032,0.81541599687359068,0.83064950375292579,0.78477857359544667,0.81576761697949629,0.85152405075888793,0.90315483101265071,0.88442316150696865,0.91986834849570265,0.74424201430398429,0.84864320745717348,0.74952553308354752,0.7210971920589071,0.96275133644798927,0.96613381634477269,0.9520068958655552,0.84693135511559414,1,0.949365008098362,0.78303614203160565,0.38378788442419709,0.92289702656590156,0.92403419828894995,0.93013209060621893,0.79160458007448842,0.75200846403802057
SI,0.95034015178459197,0.73185408791952133,0.83077343721554553,0.91348186495781114,0.79192014629592511,0.8869319440162805,0.71359878161401757,0.98641755766396988,0.98796161337622956,0.98824063830953968,0.9013166627392184,0.93812275124538036,0.90941671669153579,0.91984526897096719,0.93652415173004433,0.81043195128523526,0.95832701164911038,0.96885736492105645,0.88009089321458001,0.94379138623204673,0.85778283245688725,0.84110528604272949,0.9497999960810144,0.99589394989497326,0.93945666768452474,0.94572444054937888,0.949365008098362,1,0.89509903759997056,0.56652106300813565,0.98715489616963148,0.98439515987332415,0.98800896086598589,0.88425772024987803,0.8523922696540206
SVM_SVR,0.93596557788624235,0.91343602363773768,0.954929234761553,0.99729949071617052,0.98352028798985547,0.9969951286426868,0.94069094298097589,0.95235379446498902,0.94652622673949627,0.94072099704850343,0.99091123471168896,0.97225737211086949,0.97275531489203759,0.925848459713427,0.94051881123157843,0.5791903153910033,0.92496341480905464,0.96284363312938726,0.99643448333668927,0.98616681710194454,0.99681011160681088,0.99146481672239817,0.74514233774145644,0.89475514375117915,0.9254178148968879,0.96909625614673067,0.78303614203160565,0.89509903759997056,1,0.71224152009158548,0.9525374794911331,0.95295378941177289,0.90381614925323572,0.98465546428153128,0.98024847648469682
Silhouette,0.63226146249736082,0.6616663420116824,0.66950314068434291,0.7127440055129266,0.66321280471909572,0.71287616987599622,0.63382732295055977,0.62551064557818203,0.62407532572974789,0.61969181330347767,0.65097615561205258,0.58648358774738663,0.59391124496930514,0.59888790996759267,0.63390753373490161,0.22383277097219972,0.62119233040291488,0.64336901506386091,0.71760079149267997,0.6898342765276928,0.65423572535414176,0.65140587588442533,0.41064302738547048,0.56549617084991533,0.58497229177860544,0.65116272225035099,0.38378788442419709,0.56652106300813565,0.71224152009158548,1,0.62675763761302083,0.63183934245301654,0.57517282773616818,0.68202953663132448,0.6895959067160693
T1,0.97329398410719392,0.81421915131760225,0.89471317934416084,0.96572288817426999,0.88363078288782959,0.94648860171668725,0.81462212194403572,0.99971095721946202,0.99912448057297232,0.99748502187712274,0.96138154707949108,0.97852234839161978,0.95904811799879641,0.9376224240295381,0.96460030133335084,0.74246308035782738,0.97544607322250632,0.99032696781213081,0.94171338384184433,0.98322112999693956,0.9331776861481127,0.91987356106371365,0.90277143611277244,0.98405374326797301,0.9544317970915861,0.97808151225140971,0.92289702656590156,0.98715489616963148,0.9525374794911331,0.62675763761302083,1,0.99913562137181677,0.97779526082359836,0.93749882977013266,0.91561091815642948
TwoNN_ID,0.97325403790884679,0.81482683119213983,0.89217329497773767,0.96667613541254571,0.88861575577667373,0.94625133639577041,0.82258767770609431,0.99921390286334921,0.99854110213638414,0.99719649096537355,0.96239483785298707,0.97771771537305752,0.95749477945733563,0.93338362504437478,0.96313962908652839,0.73680158242049809,0.97750377206046224,0.98854623653150964,0.94161207970344096,0.98328703880070645,0.93528522223528709,0.92187500502474562,0.9035084438475911,0.9803400769856303,0.95166463762218467,0.98042528876489532,0.92403419828894995,0.98439515987332415,0.95295378941177289,0.63183934245301654,0.99913562137181677,1,0.97227881023502361,0.93331427178725657,0.91291297313612918
Wasserstein,0.92894371381853968,0.74274392476249407,0.83845316855086982,0.91462011226307305,0.801089636412877,0.89328724247668845,0.72808880612678917,0.97519928640398523,0.97483704505014368,0.97372557162695195,0.89895327772029054,0.93399577501241182,0.90668020016635453,0.94749003665664389,0.91731031639846772,0.81952160669950103,0.93096672926232371,0.96842949146385138,0.88668269760036478,0.93694026913478512,0.86248600775200346,0.8445211531524689,0.92447953331346455,0.98609533690436879,0.95458972972363032,0.93542088724440797,0.93013209060621893,0.98800896086598589,0.90381614925323572,0.57517282773616818,0.97779526082359836,0.97227881023502361,1,0.90174894051366794,0.86768094290648734
deg_overlap,0.91935561720945835,0.92035125003282159,0.96904508932267519,0.97839379002946036,0.97195936339329358,0.98489269911252575,0.92143293737702414,0.93549321342965608,0.93032781688308541,0.92561174034263127,0.99530029038581913,0.98496516712548066,0.98693147576722651,0.91897581488598346,0.9316552814718394,0.59420008744464858,0.88999973437736024,0.95999136769882054,0.98397166324980989,0.9677469486267285,0.99564806245340365,0.99153712544281458,0.71460364362033035,0.89099852734572738,0.9347504641865354,0.93845448259068609,0.79160458007448842,0.88425772024987803,0.98465546428153128,0.68202953663132448,0.93749882977013266,0.93331427178725657,0.90174894051366794,1,0.99307980224169157
kDN,0.91501586210650365,0.95886025312394785,0.98814537065124985,0.97322660655555882,0.98918644839325687,0.9822963181168991,0.94970023443412299,0.91378289669796242,0.90886494391675987,0.90163987224500308,0.98953968239446666,0.97323114247209952,0.97800246833080517,0.90372314238862861,0.93200418915554306,0.53700564626153591,0.87467223673003591,0.94549580634386987,0.9824330515466414,0.95799229938914188,0.99969923319935006,0.99740629185663288,0.67620268441749631,0.85712117962971734,0.90093761098380187,0.92981210714631091,0.75200846403802057,0.8523922696540206,0.98024847648469682,0.6895959067160693,0.91561091815642948,0.91291297313612918,0.86768094290648734,0.99307980224169157,1
